	subject	target_sentence	db_cond	response	threshold
160	pilot7	Seine Frau macht ein trauriges Gesicht.	0.0	 Eine Frau macht ein trauriges Gesicht.	sentences
161	pilot7	Motoren brauchen Benzin, Öl und Wasser.	1.0	 Wasser.	sentences
162	pilot7	Der Regen klopft ans Fenster.	-2.0	 Der Regen tropft durchs Fenster.	sentences
163	pilot7	Hier richten Zimmerleute ein Dach.	-2.0	 Leute.	sentences
164	pilot7	Ein Künstler malt Porträts auf dem Marktplatz.	-2.0	 Ein Künstler malt Porträts.	sentences
165	pilot7	Du hilfst mir beim Fernstudium.	10.0	 Du hilfst mir beim Fernstudium.	sentences
166	pilot7	Der Regenschirm schützt vor plötzlichem Regen.	-2.0	 Der Regenschirm schützt vor plötzlichem Regen.	sentences
167	pilot7	Die Hochzeit versammelt Familie und Freunde.	1.0	 Die Hochzeit wird mit Familie und Freunden.	sentences
168	pilot7	Verkehrsampeln leuchten grün, gelb, rot.	-2.0	 grün und gelb.	sentences
169	pilot7	Manche Menschen vertragen keine Erdbeeren.	0.0	 Nicht verstanden.	sentences
170	pilot7	Die Katze schnurrt zufrieden auf dem Sofa.	-2.0	 Die Katze schubst.	sentences
171	pilot7	Vor der Hütte sitzt ein großer Heuhaufen.	2.0	 Großer Heuhaufen.	sentences
172	pilot7	Sie trägt ein Lächeln im Gesicht.	10.0	 Sie trägt ein Lächeln im Gesicht.	sentences
173	pilot7	Die Stille malt lebendige Bilder.	-2.0	 Die Stille macht...	sentences
174	pilot7	Der Spiegel reflektiert verlorene Gedanken.	0.0	 Nicht verstanden.	sentences
175	pilot7	Unser Doktor besucht Vater täglich.	-2.0	 Nicht verstanden.	sentences
176	pilot7	Beim Studienkurs musst Du ernsthaft lernen.	1.0	 Der Studienbus.	sentences
177	pilot7	Der Postbote liest Gedichte beim Zustellen.	-1.0	 die Post zuständig.	sentences
178	pilot7	Morgen wird es neblig und eiskalt.	10.0	 Im Morgen wird es neblig und eiskalt.	sentences
179	pilot7	Diese Gegend nennt man Sandwüste.	-2.0	 Zahnbürste.	sentences
180	pilot7	Die Sehnsucht fliegt auf Papierfliegern.	-2.0	 Nicht verstanden.	sentences
181	pilot7	Der alte Baum erzählte vom Leben.	-2.0	 Regen.	sentences
182	pilot7	In den Bergen kann man Ski laufen.	1.0	 In den Bergen kann man Ski fahren.	sentences
183	pilot7	Englische Kriminalromane sind ihm die liebste Lektüre.	0.0	 Romane.	sentences
184	pilot7	Die Treppe führt ins kuschelige Schlafzimmer.	-1.0	 Die Treppe führt zur Straße.	sentences
185	pilot7	Nach diesen Sturmböen herrscht ein furchtbares Chaos.	0.0	 herrscht ein furchtbares Chaos.	sentences
186	pilot7	Die Melodie schmeckt nach Sommer.	1.0	 Zimmer.	sentences
187	pilot7	Der Lehrer erklärt schwierige Konzepte.	-1.0	 Der Lehrer erklärt schwierige	sentences
188	pilot7	Sein Blick fiel auf den Boden.	-2.0	 nicht verstanden.	sentences
189	pilot7	Nach der harten Arbeit brauche ich Zerstreuung.	0.0	 nach der harten Arbeit	sentences
190	pilot7	Der Regenbogen endete im Blumentopf.	-2.0	 der Regenbogen	sentences
191	pilot7	Der Laptop surft schnell im Internet.	2.0	 Der Laptop surft schnell im Internet.	sentences
192	pilot7	Im Park traf ich meinen Deutschlehrer.	2.0	 nicht verstanden.	sentences
193	pilot7	Ein Musiker verzaubert die Menschenmenge.	1.0	 Der Musiker zaubert.	sentences
194	pilot7	Vater will sich eine Pfeife anzünden	-1.0	 Der Vater löst...	sentences
195	pilot7	Die Melodie malt leuchtende Träume.	-2.0	 Leuchten Träume	sentences
196	pilot7	Der Bus hupt vor der belebten Haltestelle.	2.0	 Der Bus vor der belebten Haltestelle.	sentences
197	pilot7	Am Samstag öffnet der Kiosk erstmals.	-1.0	 Am Samstag öffnet der Kiosk erst.	sentences
198	pilot7	Achtlos wirft der Knirps Matsch durchs Eckfenster.	10.0	 Achtlos wirft der Knirps Matsch durch das Heckfenster.	sentences
199	pilot7	Jeden Freitag gibt's frischen Fisch.	0.0	 Jeden Freitag.	sentences
200	pilot7	Im Wald plätschert eine dunkle Quelle.	1.0	 Im Wald plätschert eine dunkle Quelle.	sentences
201	pilot7	Unsere beiden Hunde haben Durst.	2.0	 Nicht verstanden.	sentences
202	pilot7	Wir haben ein Abteil extra für uns.	1.0	 nicht verstanden.	sentences
203	pilot7	Der Kaffee duftet verführerisch am Morgen.	1.0	 Der Kaffee duftet verführerisch am Morgen.	sentences
204	pilot7	Ein älteres Ehepaar tanzt auf der Hochzeitsfeier.	2.0	 Ein älteres Ehepaar tanzt	sentences
205	pilot7	Die Blumen blühen im Winter schwarz.	1.0	 Die Blumen blühen im Schwarz.	sentences
206	pilot7	Flüsternd erzählt der Wind Geschichten.	1.0	 Der erzählt Geschichten.	sentences
207	pilot7	Der Nachbar sang unter der Dusche Oper.	0.0	 Dusche, Opa.	sentences
208	pilot7	Auf dem Brett leuchten bunte Tulpen.	1.0	 Auf dem Brett leuchten bunte Tulpen.	sentences
209	pilot7	Ein älteres Paar spaziert hand in Hand.	10.0	 Ein älteres Paar spaziert Hand in Hand.	sentences
210	pilot7	Die Bäckerin singt fröhlich beim Brötchenbacken.	-2.0	 nicht verstanden.	sentences
211	pilot7	Die Lampe spendet angenehmes, helles Licht.	-2.0	 Nicht verstanden.	sentences
212	pilot7	Die Radfahrer erkunden den Wald.	-2.0	 Der...	sentences
213	pilot7	Löst doch die Fahrkarten am Schalter!	10.0	 Löst doch die Fahrkarten am Schalter.	sentences
214	pilot7	Der Nachbar trägt immer Hüte.	2.0	 Der Nachbar trägt immer Schlüssel.	sentences
215	pilot7	Das kalte Licht leuchtet am Morgen.	1.0	 Nicht verstanden.	sentences
216	pilot7	Unsere Söhne lieben flotte Tänze.	10.0	 Unsere Söhne lieben flotte Tänze.	sentences
217	pilot7	Die Blumen blühen im sonnigen Garten.	0.0	 Die Blumen blühen im sonnigen Garten.	sentences
218	pilot7	Morgen umarmt der Nebel die Berge.	10.0	 Im Morgen umarmt der Nebel die Berge.	sentences
219	pilot7	Fünf Filmtitel müssen wir aufschreiben.	-1.0	 Film.	sentences
220	pilot7	Die Freunde treffen sich am See.	1.0	 nicht verstanden.	sentences
221	pilot7	Ein bunter Schmetterling tanzt im Sonnenlicht.	2.0	 Ein bunter Schmetterling tanzt im Sonnenlicht.	sentences
222	pilot7	Die Waschmaschine summt sanft im Hintergrund.	10.0	 Die Waschmaschine summt sanft im Hintergrund.	sentences
223	pilot7	Der gelbe Küchenofen sorgt für Wärme	0.0	 der gelbe	sentences
224	pilot7	Sie isst kein salziges Gericht.	0.0	 Du bist ein Satz ins Gesicht.	sentences
225	pilot7	Die Freunde schauten verwirrt auf ihr Getränk.	-2.0	 Die Freunde schauen im...	sentences
226	pilot7	Schlaf vor Mitternacht ist gesund.	-1.0	 Das Paar.	sentences
227	pilot7	Eine Gruppe Freunde lacht in der Bar.	2.0	 Gute Freunde sitzen im Park.	sentences
228	pilot7	Nicht alle Menschen verkraften den Linksverkehr sofort.	-2.0	 nicht verstanden.	sentences
229	pilot7	Danach kannst Du Dich wirklich richten.	1.0	 im kannst wissen.	sentences
230	pilot7	Er wird ihr ewig treu bleiben.	-1.0	 Nicht verstanden.	sentences
231	pilot7	Der Briefträger bringt die Post.	10.0	 Der Briefträger bringt die Post.	sentences
232	pilot7	Das Baby lachte über die fliegenden Luftballons.	2.0	 Das Baby lacht über die fliegenden Luftballons.	sentences
233	pilot7	Sportliche Jugendliche treffen sich am Fluss.	2.0	 Sportliche Jugendliche treffen sich am Fluss.	sentences
234	pilot7	Es gehört zu einer Feldscheune	-1.0	 Nicht verstanden.	sentences
235	pilot7	Der Besitz des Kiosks ist rechtlich verpfändet.	-1.0	 Der im Kiosk spricht auf Englisch.	sentences
236	pilot7	Die Verkäuferin hat einen ungewöhnlichen Akzent.	2.0	 Die Verkäuferin hat einen ungewöhnlichen Akzent.	sentences
237	pilot7	Kinder spielen fröhlich im Park.	0.0	 Kinder spielen fröhlich im Park.	sentences
0	pilot8	Bei Konkurs kennt der Richter keine Gnade.	2.0	 Bei dem Kurs kennt er keine Gnade.	wordlists_allcorrect
1	pilot8	Du bewirbst dich bei der gepflegten Wirtschaftsbank.	10.0	 Du bewirbst dich bei der gepflegten Wirtschaftsbank.	wordlists_allcorrect
2	pilot8	Die Kaffeetasse dampft auf dem Frühstückstisch.	-1.0	 Die Kaffeetasse stand auf dem Frühstückstisch.	wordlists_allcorrect
3	pilot8	Mein Arzt empfahl dringend Bäder.	0.0	 Mein Arzt empfahl.	wordlists_allcorrect
4	pilot8	Ein Musiker verzaubert die Menschenmenge.	1.0	 Der Musiker verzaubert die Menschenmenge.	wordlists_allcorrect
5	pilot8	Die Nachbarn feiern gemeinsam im Garten.	0.0	 Die Nachbarn feiern gemeinsam den Garten.	wordlists_allcorrect
6	pilot8	Im Dschungel herrscht skrupellose Lebensform.	2.0	 Im Dschungel herrscht skrupellose Lebensform.	wordlists_allcorrect
7	pilot8	Vater will sich eine Pfeife anzünden	-2.0	 Nicht verstanden.	wordlists_allcorrect
8	pilot8	Messer und Gabel liegen neben dem Teller.	-1.0	 Messer und Gabel liegen neben dem Teller.	wordlists_allcorrect
9	pilot8	Die Treppe führt ins kuschelige Schlafzimmer.	-2.0	 Die Treppe führt ins kuschelige Wohnzimmer.	wordlists_allcorrect
10	pilot8	Die Radfahrer erkunden den Wald.	-1.0	 Die Radfahrer erkunden den Wald.	wordlists_allcorrect
11	pilot8	Draußen fliegt die Landschaft vorbei.	10.0	 Draußen fliegt die Landschaft vorbei.	wordlists_allcorrect
12	pilot8	Die Gärtnerin tanzt zwischen den Blumenbeeten.	1.0	 Die Gärtnerin tanzt zwischen den Blumenbeeten.	wordlists_allcorrect
13	pilot8	Ein älteres Ehepaar tanzt auf der Hochzeitsfeier.	-2.0	 Ein älteres Ehepaar tanzt auf der Hochzeitsfeier.	wordlists_allcorrect
14	pilot8	Die Stille singt in fernen Sprachen.	-1.0	 Die Stille sinkt.	wordlists_allcorrect
15	pilot8	Der Nachbar trägt immer Hüte.	0.0	 Der Nachbar trägt immer...	wordlists_allcorrect
16	pilot8	Der Arzt untersucht den Patienten.	0.0	 Der Arzt untersucht den Patienten.	wordlists_allcorrect
17	pilot8	Der Donner murmelt geheime Botschaften.	10.0	 Der Donner murmelt geheime Botschaften.	wordlists_allcorrect
18	pilot8	Das Wasser kocht auf dem Herd.	10.0	 Das Wasser kocht auf dem Herd.	wordlists_allcorrect
19	pilot8	Montag war es uns zu regnerisch.	-2.0	 Montag war es bei uns regnerisch.	wordlists_allcorrect
20	pilot8	Wir hören den plätschernden Bach	0.0	 Nicht verstanden.	wordlists_allcorrect
21	pilot8	Der Kaffee duftet verführerisch am Morgen.	1.0	 Der Kaffee duftet verführerisch am Morgen.	wordlists_allcorrect
22	pilot8	Ein primitiver Mensch wird keine Scheu kennen.	2.0	 Ein primitiver Mensch kennt keine Scheu.	wordlists_allcorrect
23	pilot8	Senioren machen morgendliche Gymnastik im Park.	0.0	machen Gymnastik.	wordlists_allcorrect
24	pilot8	Wir wollen heute spazieren gehen.	-1.0	 Wir wollen heute spazieren gehen.	wordlists_allcorrect
25	pilot8	Die Vögel umkreisten den Turm.	0.0	 die Vögel entkreisten.	wordlists_allcorrect
26	pilot8	Die Tür knarrt beim Öffnen mysteriös.	-2.0	 die Kühe.	wordlists_allcorrect
27	pilot8	Der Fernseher zeigt die Nachrichten.	10.0	 Der Fernseher zeigt die Nachrichten.	wordlists_allcorrect
28	pilot8	Sein Blick fiel auf den Boden.	1.0	 Sein Blick fiel auf den Boden.	wordlists_allcorrect
29	pilot8	Die Uhr tickt im Rhythmus der Stille.	10.0	 Die Uhr tickt im Rhythmus der Stille.	wordlists_allcorrect
30	pilot8	Der Termin des Treffpunkts wird noch abgesprochen	1.0	 Der Termin des Essens wird noch abgesprochen.	wordlists_allcorrect
31	pilot8	Der Pflug zieht tiefe Furchen.	1.0	 Der Pflug zieht tiefe Furchen.	wordlists_allcorrect
32	pilot8	Am Samstag öffnet der Kiosk erstmals.	0.0	 Am Samstag öffnet der Kiosk erstmals.	wordlists_allcorrect
33	pilot8	Die Sterne funkeln am Nachthimmel.	0.0	 Die Sterne funkeln am Nachthimmel.	wordlists_allcorrect
34	pilot8	Über die Felder weht ein Wind	1.0	 Über die Felder weht ein Wind.	wordlists_allcorrect
35	pilot8	Der gelbe Küchenofen sorgt für Wärme	-1.0	 Der gelbe Küchenofen sorgt für Wärme.	wordlists_allcorrect
36	pilot8	Nicht jeder verträgt kaltes Bier.	1.0	 Nicht jeder erträgt die Stille.	wordlists_allcorrect
37	pilot8	Unserer Tante fehlt gar nichts.	10.0	 Unserer Tante fehlt gar nichts.	wordlists_allcorrect
38	pilot8	Die Lampe spendet angenehmes, helles Licht.	1.0	 Die Lampe spendet angenehmes, helles Licht.	wordlists_allcorrect
39	pilot8	Die Zeit flüstert Geheimnisse zu.	-1.0	 Die Zeit flüstert Geheimnisse zu.	wordlists_allcorrect
40	pilot8	Danach kannst Du Dich wirklich richten.	-2.0	 Dana kann ... ... sich glücklich ...	wordlists_allcorrect
41	pilot8	Am blauen Himmel ziehen die Wolken	-1.0	 Am blauen Himmel ziehen die Wolken.	wordlists_allcorrect
42	pilot8	Der Bus fährt durch die Stadt.	-2.0	 Der Bus fährt durch die Stadt.	wordlists_allcorrect
43	pilot8	Ein bunter Schmetterling tanzt im Sonnenlicht.	2.0	 Ein bunter Schmetterling tanzt in der Luft.	wordlists_allcorrect
44	pilot8	Leise rollen wir aus dem Bahnhof.	-1.0	 Leise wollen wir auf den Bahnhof.	wordlists_allcorrect
45	pilot8	Das Café ist Treffpunkt für Gespräche.	10.0	 Das Café ist Treffpunkt für Gespräche.	wordlists_allcorrect
46	pilot8	Nicht alle Menschen verkraften den Linksverkehr sofort.	1.0	 Nicht alle Menschen beachten den Linksverkehr sofort.	wordlists_allcorrect
47	pilot8	Die Melodie schmeckt nach Sommer.	-1.0	 Die Melodie schreit nach Sommer.	wordlists_allcorrect
48	pilot8	Das Fahrrad rollt leise über Kopfsteinpflaster.	0.0	 Das Fahrrad rollt leise über Kopfsteinpflaster.	wordlists_allcorrect
49	pilot8	Er wird ihr ewig treu bleiben.	-1.0	 Er wird dir ewig treu bleiben.	wordlists_allcorrect
50	pilot8	Das kalte Licht leuchtet am Morgen.	2.0	 Das kalte Licht leuchtet am Morgen.	wordlists_allcorrect
51	pilot8	Der Postbote liest Gedichte beim Zustellen.	-1.0	 Der Postbote liest Gedichte beim Ausstellen.	wordlists_allcorrect
52	pilot8	Eine Gruppe Freunde lacht in der Bar.	10.0	 Eine Freundin lacht in der Bar.	wordlists_allcorrect
53	pilot8	Die Musik erklingt sanft im Raum.	1.0	 Die Musik erklingt sanft im Raum.	wordlists_allcorrect
54	pilot8	Der Kaffee duftet sehr verlockend.	1.0	 Der Kaffee duftet sehr verlockend.	wordlists_allcorrect
55	pilot8	Durch Wald und Feld führt unser Weg.	2.0	 Durch Wald und Feld führt unser Weg.	wordlists_allcorrect
56	pilot8	Die Verkäuferin hat einen ungewöhnlichen Akzent.	0.0	 Die Verkäuferin hat einen ungesunden Akzent.	wordlists_allcorrect
57	pilot8	Beim Studienkurs musst Du ernsthaft lernen.	-2.0	 Beim Studienkurs musst du ganz tapfer sein.	wordlists_allcorrect
58	pilot8	Das Telefon klingelt in der stillen Wohnung.	10.0	 Das Telefon klingelt in der stillen Wohnung.	wordlists_allcorrect
59	pilot8	Die Krankenschwester jongliert mit Medikamenten.	10.0	 Die Krankenschwester jongliert mit Medikamenten.	wordlists_allcorrect
60	pilot8	Die Vögel zwitschern am Morgen.	-1.0	 Die Vögel zwitschern am Morgen.	wordlists_allcorrect
61	pilot8	Wild pfeift der Wind durch die Wände.	-1.0	 Gedimmt pfeift der Wind durch die Wände.	wordlists_allcorrect
62	pilot8	Der Kellner jongliert mit den Speisekarten.	-1.0	 Der Kellner jongliert mit der Speisekarte.	wordlists_allcorrect
63	pilot8	Die Sehnsucht fliegt auf Papierfliegern.	1.0	 Die Sehnsucht fliegt.	wordlists_allcorrect
64	pilot8	Der Spiegel reflektiert vergessene Gesichter.	1.0	 Der Spiegel reflektiert vergessene Gesichter.	wordlists_allcorrect
65	pilot8	Der Staubsauger entdeckte verlorene Ohrringe.	-1.0	 Der entdeckt verlorene Ohrringe.	wordlists_allcorrect
66	pilot8	Die Freunde treffen sich am See.	10.0	 Die Freunde treffen sich am See.	wordlists_allcorrect
67	pilot8	Sein Singen erfüllte den stillen Wald.	-2.0	 Der Sinn erfüllte den stillen Wald.	wordlists_allcorrect
68	pilot8	Die Blumen blühen im sonnigen Garten.	2.0	 Die Blumen blühen im sonnigen Garten.	wordlists_allcorrect
69	pilot8	Die Sonne strahlt am wolkenlosen Himmel.	1.0	 Die Sonne strahlt am wolkenlosen Himmel.	wordlists_allcorrect
70	pilot8	Die Straßenlaterne spendet warmes Licht.	1.0	 Die Straßenlaterne spendet warmes Licht.	wordlists_allcorrect
71	pilot8	Sie hört Musik mit geschlossenen Augen.	0.0	 Sie hört Musik mit geschlossenen Augen.	wordlists_allcorrect
72	pilot8	Mein Chef hat eine seltsame Frisur.	2.0	 Mein Chef hat eine seltsame Frisur.	wordlists_allcorrect
73	pilot8	Die Waschmaschine summt sanft im Hintergrund.	-2.0	 Die Waschmaschine summt sanft im Hintergrund.	wordlists_allcorrect
74	pilot8	Durch den ständigen Föhn verdorren die Ähren.	-1.0	 Nicht verstanden.	wordlists_allcorrect
75	pilot8	Sportliche Jugendliche treffen sich am Fluss.	-1.0	 Sportliche Jugendliche treffen sich am Fluss.	wordlists_allcorrect
76	pilot8	In den Bergen kann man Ski laufen.	2.0	 In den Bergen kann man Ski laufen.	wordlists_allcorrect
77	pilot8	Auf dem Brett leuchten bunte Tulpen.	0.0	 Auf dem Bett leuchten bunte Tulpen.	wordlists_allcorrect
78	pilot8	Motoren brauchen Benzin, Öl und Wasser.	2.0	 Motoren brauchen Benzin, Öl und Wasser.	wordlists_allcorrect
79	pilot8	Der Besitz des Kiosks ist rechtlich verpfändet.	-2.0	 Der Besitz des Kiosks ist rechtlich verpfändet.	wordlists_allcorrect
80	pilot8	Auch der Elefant ist ein Geschöpf Gottes.	0.0	 Auch der Elefant ist ein Geschöpf Gottes.	wordlists_allcorrect
81	pilot8	Der Fernseher spielt eigenwillige Liebesfilme.	2.0	 Der Fernseher spielt eigenwillige...	wordlists_allcorrect
82	pilot8	Schulkinder müssen Rechnen und Schreiben lernen.	2.0	 Schulkinder müssen rechnen und schreiben lernen.	wordlists_allcorrect
83	pilot8	Auf dem Dach singt fröhlich ein Vogel.	1.0	 Auf dem Dach fliegt fröhlich ein Vogel.	wordlists_allcorrect
84	pilot8	Löst doch die Fahrkarten am Schalter!	-2.0	 Ihr müsst... Postkarten am Schalter.	wordlists_allcorrect
85	pilot8	Sie isst kein salziges Gericht.	2.0	 Du bist ein salziges Gericht.	wordlists_allcorrect
86	pilot8	Diese Mannschaft schoss gleich drei Tore.	2.0	 Diese Mannschaft schoss bald drei Tore.	wordlists_allcorrect
87	pilot8	Unsere beiden Hunde haben Durst.	-2.0	 Unsere beiden Hunde haben Durst.	wordlists_allcorrect
88	pilot8	Der Nachbar trägt heute einen bunten Anzug.	-2.0	 Der Nachbar trägt heute einen bunten Anzug.	wordlists_allcorrect
89	pilot8	Die Freunde schauten verwirrt auf ihr Getränk.	1.0	 Die Freunde schauten verbohrt auf ihr Getränk.	wordlists_allcorrect
90	pilot8	Ihr Lachen hallte durch den leeren Park.	0.0	 Ihr Lachen heilte durch den leeren Park.	wordlists_allcorrect
91	pilot8	Unruhig tanzen Blätter im Sonnenschein.	-1.0	 tanzt in Blätter im Sonnenschein.	wordlists_allcorrect
92	pilot8	Im Geschäft stehen viele Leute	2.0	 Im Geschäft stehen viele Leute.	wordlists_allcorrect
93	pilot8	Die Katze schnurrt zufrieden auf dem Sofa.	2.0	 Die Katze schnurrt zufrieden auf dem Sofa.	wordlists_allcorrect
94	pilot8	Für Volkskunst schwärmt nicht jede Altersstufe.	-1.0	 das Volksfestereignis.	wordlists_allcorrect
95	pilot8	Einstweilen ist Erfolg die Hauptsache.	-1.0	 Einst weilen ist Kopfsache.	wordlists_allcorrect
96	pilot8	Im Wald plätschert eine dunkle Quelle.	-1.0	 Im Wald plätschert eine dunkle Quelle.	wordlists_allcorrect
97	pilot8	Der Bus hupt vor der belebten Haltestelle.	-2.0	 Der Bus hupt vor der belebten Haltestelle.	wordlists_allcorrect
98	pilot8	Das Buch liegt auf dem gemütlichen Sofa.	10.0	 Das Buch liegt auf dem gemütlichen Sofa.	wordlists_allcorrect
99	pilot8	Zum Ausweis gehört ein Lichtbild.	-1.0	 Von außen schimmert ein Licht durch.	wordlists_allcorrect
100	pilot8	Der Spiegel reflektiert verlorene Gedanken.	0.0	 Der Spiegel reflektiert verlorene Gedanken.	wordlists_allcorrect
101	pilot8	Die Straßenlaternen leuchten im Abendnebel.	10.0	 Die Straßenlaternen leuchten im Abendnebel.	wordlists_allcorrect
102	pilot8	Böse Menschen verdienen ihre Strafe.	10.0	 Böse Menschen verdienen ihre Strafe.	wordlists_allcorrect
103	pilot8	Ein ruhiger Bach plätschert durch den Wald.	1.0	 Die ruhige Nacht plätschert durch den Wald.	wordlists_allcorrect
104	pilot8	Der alte Baum erzählte vom Leben.	10.0	 Der alte Baum erzählte vom Leben.	wordlists_allcorrect
105	pilot8	Die Stille malt lebendige Bilder.	1.0	 Die Stimme malte Bilder.	wordlists_allcorrect
106	pilot8	Der Hund las heimlich die Zeitung.	-1.0	 Der Hund las heimlich die Zeitung.	wordlists_allcorrect
107	pilot8	Er gewinnt sechs Spiele nacheinander.	10.0	 Er gewinnt sechs Spiele nacheinander.	wordlists_allcorrect
108	pilot8	Die Bäckerin singt fröhlich beim Brötchenbacken.	1.0	 Die Bäckerin ist fröhlich am Brötchen backen.	wordlists_allcorrect
109	pilot8	Das Licht tanzte über dem Fluss.	0.0	 Das Licht tanzt über den Fluss.	wordlists_allcorrect
110	pilot8	Der Kaffee dampft in den Tassen.	-1.0	 Der Kaffee dampft in der Tasse.	wordlists_allcorrect
111	pilot8	Morgen umarmt der Nebel die Berge.	-1.0	 Am Morgen umarmt der Nebel die Berge.	wordlists_allcorrect
112	pilot8	Sie trägt ein Lächeln im Gesicht.	2.0	 Sie trägt ein Lächeln im Gesicht.	wordlists_allcorrect
113	pilot8	Die Entscheidung darfst du selbst fällen.	-2.0	 Die Entscheidung darf er selbst fällen.	wordlists_allcorrect
114	pilot8	Seine Worte schwebten wie Schmetterlinge.	0.0	 seine Worte schickten.	wordlists_allcorrect
115	pilot8	Ein Künstler malt Porträts auf dem Marktplatz.	10.0	 Ein Künstler malt Porträts auf dem Marktplatz.	wordlists_allcorrect
116	pilot8	Seine Frau macht ein trauriges Gesicht.	-1.0	 Seine Frau macht ein trauriges Gesicht.	wordlists_allcorrect
117	pilot8	Ein älteres Paar spaziert Hand in Hand.	10.0	 Ein älteres Paar spaziert Hand in Hand.	wordlists_allcorrect
118	pilot8	Einige Busse fahren heute später.	10.0	 Einige Busse fahren heute später.	wordlists_allcorrect
119	pilot8	Die Sonne scheint am blauen Himmel.	-2.0	 Die Sonne strahlt am blauen Himmel.	wordlists_allcorrect
120	pilot8	Kollegen feiern den Abschluss eines erfolgreichen Projekts.	2.0	 Kollegen feiern den Abschluss eines erfolgreichen Projekts.	wordlists_allcorrect
121	pilot8	Der Regen tropft vom Dach.	1.0	 Der Regen tropft vom Dach.	wordlists_allcorrect
122	pilot8	Fünf Filmtitel müssen wir aufschreiben.	10.0	 Fünf Filmtitel müssen wir aufschreiben.	wordlists_allcorrect
123	pilot8	Es gehört zu einer Feldscheune	2.0	 Es gehört zu einer Feldscheune.	wordlists_allcorrect
124	pilot8	Die Blumen blühen bunt im Blumenkasten.	1.0	 Die Blumen blühen bunt im Blumenkasten.	wordlists_allcorrect
125	pilot8	Verkehrsampeln leuchten grün, gelb, rot.	10.0	 Verkehrsampeln leuchten grün-gelb-rot.	wordlists_allcorrect
126	pilot8	Die Rinder sind noch auf der Weide.	0.0	 Die Rinder sind noch auf der Weide.	wordlists_allcorrect
127	pilot8	Wenn der Schnee schmilzt, kommt der Frühling.	2.0	 Wenn der Schnee schmilzt, kommt der Frühling.	wordlists_allcorrect
128	pilot8	Die Hilfsmannschaft setzt sich in Marsch.	1.0	 Die Hilfsmannschaft setzt sich in Marsch.	wordlists_allcorrect
129	pilot8	Der Regen klopft ans Fenster.	-1.0	 Der Regen tropft ans Fenster.	wordlists_allcorrect
130	pilot8	Du hilfst mir beim Fernstudium.	-2.0	 Frühling.	wordlists_allcorrect
131	pilot8	Junge Erwachsene genießen das Stadtfest.	-2.0	 Junge Erwachsene genießen das Stadtfest.	wordlists_allcorrect
132	pilot8	Frische Gardinen hängen am Fenster.	2.0	 Frische Gardinen hängen am Fenster.	wordlists_allcorrect
133	pilot8	Die Friseurin malt kleine Kunstwerke in Haare.	0.0	 Die Friseurin malt kleine Kunstwerke in die Haare.	wordlists_allcorrect
134	pilot8	Danach tut eine Wanderung gut.	2.0	 Danach tut eine Wanderung gut.	wordlists_allcorrect
135	pilot8	Das amtliche Amtsblatt liegt überm Durchschnitt.	-2.0	 Das Amtsmarktplatz liegt über dem Durchschnitt.	wordlists_allcorrect
136	pilot8	Der Hund bellt vor dem Haus.	10.0	 Der Hund bellt vor dem Haus.	wordlists_allcorrect
137	pilot8	Geld allein macht nicht glücklich.	0.0	 Geld allein macht nicht glücklich.	wordlists_allcorrect
138	pilot8	Ein Bauer arbeitet auf seinem Acker.	2.0	 Der Bauer arbeitet auf dem Acker.	wordlists_allcorrect
139	pilot8	Unsere Söhne lieben flotte Tänze.	-1.0	 Unsere Höhle... Wasser.	wordlists_allcorrect
140	pilot8	Der Kamin verbreitet wohlige Wärme.	1.0	 Der Pulli verbreitet wohlige Wärme.	wordlists_allcorrect
141	pilot8	Der Kühlschrank summt seltsame Melodien.	-2.0	 Der Kühlschrank summt seltsame Melodien.	wordlists_allcorrect
142	pilot8	Durch den Regen leuchtet das Feuer.	-2.0	 Durch den Regen leuchtet das Feuer.	wordlists_allcorrect
143	pilot8	Die Tante bewohnt ein nettes Häuschen	0.0	 Die Tante bewohnt ein nettes Häuschen.	wordlists_allcorrect
144	pilot8	Der Mondschein taucht die Landschaft in Silber.	0.0	 Der Mondschein taucht die Landschaft in Silber.	wordlists_allcorrect
145	pilot8	Gleich hier sind die Nahrungsmittel	10.0	 Gleich hier sind die Nahrungsmittel.	wordlists_allcorrect
146	pilot8	Hier richten Zimmerleute ein Dach.	-2.0	 Hier richten Zimmerleute die Nacht.	wordlists_allcorrect
147	pilot8	Bei dem Peitschenknall scheuten die Rösser.	-1.0	 scholtendes Wasser.	wordlists_allcorrect
148	pilot8	Die Tomate im Kühlschrank keimte.	1.0	 Die Tomate im Kühlschrank keimte.	wordlists_allcorrect
149	pilot8	Die Bremse quietscht beim linkslastigen Bremsen.	0.0	 nicht verstanden.	wordlists_allcorrect
150	pilot8	Er hat eine sprunghafte Gangart.	10.0	 Er hat eine sprunghafte Gangart.	wordlists_allcorrect
151	pilot8	Die Kartoffeln gehören zum Mittagessen	10.0	 Die Kartoffeln gehören zum Mittagessen.	wordlists_allcorrect
152	pilot8	Sie hat die Neuigkeit mit Genugtuung aufgenommen.	10.0	 Sie hat die Neuigkeit mit Genugtuung aufgenommen.	wordlists_allcorrect
153	pilot8	Der Polizist spielt Gitarre für die Nachbarschaft.	10.0	 Der Polizist spielt Gitarre für die Nachbarschaft.	wordlists_allcorrect
